userId,target_item,pred_top5,was_missing,pred_top10
60143,1562,3.48,True,3.42
60150,1562,2.79,True,2.75
60185,1562,3.24,True,3.06
60203,1562,2.84,True,2.82
60217,1562,2.83,True,2.82
60271,1562,1.96,True,2.28
60294,1562,3.05,True,2.94
60359,1562,2.84,True,2.82
60373,1562,3.02,True,2.93
60385,1562,2.66,True,2.56
60387,1562,2.3,True,2.46
60394,1562,3.44,True,3.07
60398,1562,2.98,True,2.64
60416,1562,3.67,True,3.52
60427,1562,3.43,True,3.37
60442,1562,2.84,True,2.82
60485,1562,3.19,True,3.14
60504,1562,2.48,True,2.43
60510,1562,3.71,True,3.65
60518,1562,1.7,True,1.92
60519,1562,3.02,True,3.1
60533,1562,2.82,True,3.14
60562,1562,1.76,True,2.18
60593,1562,3.3,True,3.16
60650,1562,2.84,True,2.73
60653,1562,3.5,True,3.48
60655,1562,3.31,True,3.2
60777,1562,4.02,True,3.61
60805,1562,3.29,True,3.45
60823,1562,2.48,True,2.6
60827,1562,2.86,True,2.83
60868,1562,2.56,True,2.66
60950,1562,2.85,True,2.83
60978,1562,2.45,True,2.59
60990,1562,2.56,True,2.59
60994,1562,2.84,True,2.82
61030,1562,3.21,True,3.16
61050,1562,2.25,True,2.48
61051,1562,3.19,True,3.19
61094,1562,3.13,True,3.21
61100,1562,2.97,True,2.9
61107,1562,3.96,True,3.59
61115,1562,2.2,True,2.21
61121,1562,1.77,True,2.19
61162,1562,3.44,True,3.29
61179,1562,3.26,True,3.25
61193,1562,2.84,True,2.82
61230,1562,2.84,True,2.91
61248,1562,2.58,True,2.64
61310,1562,2.2,True,2.44
61319,1562,3.34,True,3.05
61382,1562,2.98,True,2.85
61393,1562,1.97,True,2.22
61405,1562,2.95,True,3.03
61432,1562,3.45,True,3.18
61449,1562,2.7,True,2.74
61455,1562,3.02,True,2.8
61468,1562,3.25,True,3.13
61493,1562,2.69,True,2.69
61496,1562,2.03,True,2.11
61509,1562,1.88,True,2.12
61527,1562,2.95,True,2.89
61538,1562,3.61,True,3.45
61563,1562,2.87,True,2.84
61589,1562,2.95,True,2.89
61601,1562,3.21,True,3.05
61603,1562,2.84,True,2.82
61648,1562,2.84,True,2.72
61678,1562,4.34,True,4.29
61699,1562,3.76,True,3.61
61714,1562,3.61,True,3.37
61737,1562,3.13,True,3.09
61744,1562,2.85,True,2.82
61754,1562,3.21,True,3.08
61763,1562,3.97,True,3.67
61767,1562,3.36,True,3.12
61814,1562,3.62,True,3.28
61824,1562,2.23,True,2.45
61841,1562,2.84,True,2.77
61844,1562,2.88,True,2.95
61848,1562,2.96,True,3.24
61850,1562,2.83,True,2.82
61902,1562,2.67,True,2.65
61923,1562,3.07,True,2.77
61960,1562,2.63,True,2.7
61989,1562,1.53,True,1.57
61991,1562,2.63,True,2.65
62003,1562,2.89,True,2.86
62022,1562,3.32,True,3.55
62030,1562,2.95,True,2.89
62038,1562,2.94,True,2.88
62070,1562,2.2,True,2.12
62078,1562,3.21,True,3.04
62095,1562,3.08,True,3.06
62149,1562,2.88,True,2.86
62204,1562,2.84,True,2.74
62253,1562,2.28,True,2.49
62314,1562,2.92,True,2.87
62365,1562,3.07,True,3.12
62368,1562,2.88,True,2.93
62387,1562,3.43,True,3.19
62389,1562,3.17,True,3.17
62431,1562,3.19,True,3.09
62502,1562,1.93,True,2.22
62507,1562,2.63,True,2.72
62515,1562,3.26,True,3.21
62599,1562,2.16,True,2.29
62611,1562,2.84,True,2.82
62623,1562,2.64,True,2.8
62641,1562,2.07,True,2.15
62675,1562,3.19,True,3.03
62700,1562,3.02,True,3.06
62705,1562,2.45,True,2.64
62710,1562,2.84,True,2.83
62714,1562,2.79,True,2.79
62719,1562,2.55,True,2.44
62797,1562,3.63,True,3.61
62815,1562,3.22,True,3.17
62888,1562,3.47,True,3.09
62897,1562,3.41,True,3.29
62901,1562,2.55,True,2.62
62986,1562,2.19,True,2.23
63031,1562,2.68,True,2.65
63046,1562,2.93,True,2.88
63047,1562,3.02,True,3.1
63055,1562,2.84,True,2.82
63071,1562,2.15,True,1.96
63072,1562,3.53,True,3.55
63094,1562,2.42,True,2.6
63109,1562,2.86,True,2.94
63123,1562,2.86,True,2.81
63127,1562,2.86,True,2.83
63132,1562,2.2,True,2.36
63165,1562,2.83,True,2.82
63189,1562,2.5,True,2.47
63198,1562,2.84,True,2.82
63244,1562,2.26,True,2.51
63255,1562,3.02,True,2.93
63257,1562,3.39,True,3.15
63266,1562,2.82,True,2.87
63271,1562,2.84,True,2.81
63295,1562,2.55,True,2.65
63298,1562,2.41,True,2.57
63365,1562,2.56,True,2.77
63380,1562,2.87,True,2.93
63417,1562,2.86,True,2.73
63446,1562,2.47,True,2.69
63462,1562,3.73,True,3.46
63472,1562,2.84,True,2.82
63525,1562,2.5,True,2.57
63538,1562,4.19,True,3.79
63546,1562,3.02,True,2.92
63570,1562,2.31,True,2.33
63572,1562,2.93,True,2.8
63574,1562,2.72,True,2.67
63580,1562,1.5,True,1.68
63596,1562,2.02,True,2.11
63605,1562,2.52,True,2.56
63643,1562,2.38,True,2.55
63649,1562,2.85,True,2.83
63658,1562,2.79,True,2.77
63675,1562,2.65,True,2.9
63766,1562,2.84,True,2.82
63810,1562,3.14,True,3.0
63825,1562,2.51,True,2.54
63831,1562,2.82,True,2.81
63874,1562,3.92,True,3.47
63880,1562,3.05,True,3.01
63885,1562,2.73,True,2.83
63902,1562,2.26,True,2.17
63950,1562,2.84,True,2.73
63954,1562,3.1,True,3.04
63958,1562,3.21,True,3.12
63982,1562,3.22,True,3.13
64008,1562,4.18,True,3.61
64020,1562,2.84,True,2.99
64044,1562,2.88,True,2.84
64072,1562,2.99,True,3.05
64077,1562,3.13,True,2.88
64089,1562,3.09,True,3.17
64096,1562,2.85,True,2.99
64111,1562,2.19,True,2.44
64135,1562,3.03,True,3.0
64150,1562,3.09,True,3.18
64164,1562,2.33,True,2.45
64191,1562,2.64,True,2.63
64214,1562,3.27,True,3.11
64219,1562,3.59,True,3.19
64253,1562,3.27,True,2.96
64258,1562,3.15,True,3.07
64298,1562,2.84,True,2.82
64303,1562,3.69,True,3.57
64310,1562,2.81,True,2.82
64313,1562,2.84,True,2.76
64342,1562,3.04,True,2.89
64383,1562,3.46,True,3.23
64387,1562,2.65,True,2.72
64483,1562,1.92,True,2.19
64487,1562,3.66,True,3.38
64498,1562,2.81,True,2.92
64508,1562,1.95,True,2.15
64526,1562,2.84,True,2.82
64537,1562,2.84,True,2.85
64557,1562,3.16,True,3.09
64559,1562,3.06,True,3.03
64572,1562,2.91,True,2.92
64577,1562,3.1,True,3.13
64615,1562,3.44,True,3.18
64636,1562,1.94,True,2.29
64638,1562,2.92,True,2.95
64655,1562,2.79,True,2.88
64706,1562,2.64,True,2.6
64745,1562,3.72,True,3.51
64778,1562,2.97,True,2.9
64787,1562,2.5,True,2.63
64802,1562,3.85,True,3.66
64804,1562,2.85,True,2.84
64813,1562,2.66,True,2.72
64852,1562,2.6,True,2.53
64857,1562,2.25,True,2.45
64866,1562,2.84,True,2.82
64920,1562,2.47,True,2.46
64928,1562,3.57,True,3.36
64934,1562,2.92,True,2.7
64949,1562,2.84,True,2.82
65019,1562,2.26,True,2.48
65034,1562,2.48,True,2.37
65051,1562,2.38,True,2.64
65077,1562,3.01,True,2.92
65099,1562,3.17,True,3.2
65126,1562,2.58,True,2.71
65164,1562,3.15,True,3.01
65170,1562,2.99,True,2.99
65182,1562,2.98,True,2.94
65221,1562,2.25,True,2.41
65224,1562,2.87,True,2.94
65256,1562,3.05,True,2.94
65257,1562,3.14,True,3.0
65261,1562,3.27,True,2.77
65268,1562,2.89,True,2.94
65278,1562,3.23,True,3.09
65288,1562,2.5,True,2.46
65322,1562,3.3,True,3.09
65323,1562,2.42,True,2.69
65387,1562,3.04,True,3.02
65389,1562,1.89,True,2.03
65401,1562,2.77,True,2.69
65413,1562,2.7,True,2.74
65421,1562,3.15,True,3.06
65455,1562,3.01,True,3.0
65469,1562,2.39,True,2.39
65527,1562,3.78,True,3.5
65530,1562,2.83,True,2.81
65542,1562,2.63,True,2.67
65543,1562,2.45,True,2.57
65581,1562,1.16,True,1.88
65592,1562,2.19,True,2.44
65681,1562,3.05,True,2.94
65682,1562,2.47,True,2.61
65687,1562,2.84,True,2.82
65742,1562,2.91,True,2.81
65743,1562,3.02,True,3.14
65777,1562,3.26,True,3.16
65788,1562,3.01,True,2.92
65842,1562,3.63,True,3.45
65850,1562,2.47,True,2.62
65919,1562,2.46,True,2.6
65937,1562,2.6,True,2.67
65959,1562,2.63,True,2.69
65995,1562,2.57,True,2.47
65999,1562,2.86,True,2.83
66013,1562,2.84,True,2.82
66025,1562,3.21,True,3.12
66028,1562,3.15,True,3.0
66048,1562,2.43,True,2.51
66060,1562,3.03,True,3.16
66088,1562,2.63,True,2.86
66115,1562,1.81,True,2.04
66128,1562,3.14,True,3.0
66180,1562,1.92,True,2.28
66181,1562,2.63,True,2.7
66204,1562,2.62,True,2.53
66243,1562,3.19,True,3.18
66257,1562,2.55,True,2.65
66282,1562,3.0,True,2.92
66305,1562,3.02,True,2.86
66317,1562,2.62,True,2.65
66338,1562,2.7,True,2.64
66346,1562,2.89,True,2.68
66401,1562,2.92,True,2.87
66423,1562,2.37,True,2.55
66455,1562,1.96,True,2.32
66470,1562,3.51,True,3.33
66482,1562,3.36,True,3.12
66484,1562,2.85,True,2.97
66486,1562,2.7,True,2.74
66544,1562,4.02,True,3.97
66591,1562,2.69,True,2.8
66626,1562,3.57,True,3.18
66716,1562,2.74,True,2.76
66736,1562,2.84,True,2.78
66741,1562,1.43,True,2.02
66813,1562,2.77,True,2.7
66827,1562,3.23,True,3.04
66859,1562,2.39,True,2.56
66881,1562,2.84,True,2.82
66895,1562,2.68,True,2.73
66924,1562,2.84,True,2.93
66929,1562,3.15,True,3.09
66938,1562,2.29,True,2.49
66967,1562,2.64,True,2.79
66970,1562,2.96,True,2.89
66987,1562,2.77,True,2.78
66998,1562,2.85,True,2.83
67013,1562,2.58,True,2.67
67015,1562,2.06,True,2.05
67017,1562,3.9,True,3.69
67036,1562,3.12,True,3.07
67043,1562,3.07,True,3.0
67068,1562,2.77,True,2.83
67077,1562,3.12,True,3.07
67112,1562,2.73,True,2.69
67145,1562,3.09,True,3.04
67196,1562,2.5,True,2.62
67224,1562,3.21,True,3.02
67267,1562,2.63,True,2.47
67288,1562,2.69,True,2.81
67346,1562,1.9,True,1.95
67380,1562,2.85,True,2.82
67473,1562,3.21,True,3.26
67477,1562,2.24,True,2.32
67527,1562,2.87,True,2.85
67544,1562,2.58,True,2.6
67561,1562,3.03,True,3.26
67563,1562,2.64,True,2.54
67569,1562,2.98,True,3.03
67575,1562,3.13,True,3.02
67584,1562,1.53,True,1.84
67587,1562,4.05,True,3.47
67609,1562,2.77,True,2.86
67640,1562,3.44,True,3.24
67647,1562,3.39,True,3.14
67666,1562,2.85,True,2.84
67676,1562,3.24,True,3.19
67709,1562,1.82,True,1.79
67722,1562,3.04,True,2.84
67743,1562,2.06,True,2.37
67749,1562,2.86,True,2.84
67776,1562,3.06,True,3.14
67832,1562,2.59,True,2.5
67839,1562,3.67,True,3.84
67898,1562,3.92,True,3.62
67903,1562,2.32,True,2.34
67931,1562,2.84,True,2.73
67999,1562,3.19,True,2.94
68021,1562,3.12,True,3.05
68026,1562,2.35,True,2.24
68055,1562,2.68,True,2.73
68068,1562,2.74,True,2.71
68084,1562,2.5,True,2.6
68121,1562,3.72,True,3.5
68142,1562,1.87,True,2.25
68146,1562,3.17,True,3.01
68167,1562,3.88,True,3.84
68205,1562,3.73,True,3.75
68214,1562,1.48,True,2.1
68226,1562,1.2,True,1.33
68264,1562,2.68,True,2.71
68306,1562,2.63,True,2.69
68378,1562,3.02,True,2.75
68389,1562,2.66,True,2.72
68415,1562,2.47,True,2.61
68439,1562,2.7,True,2.74
68497,1562,3.23,True,3.22
68501,1562,2.87,True,2.75
68535,1562,2.31,True,2.47
68545,1562,2.84,True,2.82
68562,1562,2.84,True,2.82
68564,1562,2.89,True,2.6
68603,1562,3.22,True,3.05
68634,1562,3.36,True,3.14
68643,1562,3.69,True,3.46
68666,1562,2.84,True,2.82
68695,1562,2.73,True,2.83
68717,1562,2.67,True,2.87
68744,1562,2.59,True,2.88
68762,1562,3.76,True,3.52
68768,1562,2.96,True,2.89
68770,1562,2.57,True,2.74
68788,1562,2.84,True,2.82
68800,1562,2.84,True,2.82
68812,1562,3.1,True,2.97
68818,1562,3.4,True,3.41
68869,1562,3.64,True,3.37
68878,1562,3.77,True,3.41
68908,1562,2.89,True,3.51
68913,1562,2.47,True,2.77
68914,1562,2.96,True,2.89
68934,1562,2.78,True,2.67
68985,1562,3.23,True,2.99
69021,1562,3.62,True,3.39
69023,1562,2.92,True,2.87
69040,1562,2.83,True,2.82
69048,1562,2.02,True,2.34
69064,1562,3.48,True,3.26
69072,1562,2.84,True,2.75
69082,1562,4.17,True,3.87
69124,1562,2.66,True,2.63
69145,1562,2.18,True,2.3
69194,1562,2.84,True,2.82
69261,1562,3.18,True,3.12
69263,1562,2.55,True,2.66
69268,1562,2.74,True,2.76
69278,1562,3.09,True,3.04
69282,1562,2.47,True,2.62
69290,1562,2.94,True,2.95
69335,1562,2.84,True,2.82
69345,1562,3.2,True,3.02
69346,1562,3.41,True,3.4
69470,1562,2.85,True,2.82
69483,1562,2.92,True,2.84
69494,1562,2.95,True,3.03
69520,1562,2.85,True,2.73
69594,1562,2.33,True,1.99
69614,1562,3.24,True,3.06
69684,1562,2.58,True,2.25
69731,1562,3.83,True,3.54
69732,1562,2.69,True,2.56
69756,1562,2.84,True,2.82
69808,1562,2.45,True,2.6
69842,1562,3.14,True,3.0
69850,1562,2.67,True,2.62
69868,1562,3.3,True,3.18
69896,1562,3.44,True,3.27
69910,1562,2.66,True,2.67
69986,1562,2.84,True,2.82
69988,1562,1.0,True,1.41
70046,1562,3.14,True,3.13
70048,1562,2.66,True,2.55
70073,1562,3.46,True,3.4
70108,1562,3.71,True,3.61
70143,1562,3.18,True,3.15
70178,1562,3.64,True,3.31
70232,1562,3.16,True,3.08
70274,1562,4.23,True,3.77
70279,1562,3.07,True,2.86
70282,1562,2.96,True,2.98
70346,1562,2.64,True,2.7
70386,1562,2.85,True,2.9
70412,1562,3.05,True,3.0
70431,1562,3.26,True,3.24
70453,1562,3.18,True,3.02
70502,1562,2.76,True,2.85
70509,1562,2.84,True,2.82
70560,1562,3.04,True,3.01
70577,1562,3.05,True,2.94
70635,1562,3.23,True,3.29
70636,1562,2.47,True,2.6
70663,1562,2.86,True,2.85
70666,1562,2.86,True,2.77
70736,1562,2.87,True,3.04
70747,1562,2.84,True,2.82
70821,1562,3.42,True,3.24
70860,1562,2.44,True,2.68
70875,1562,3.1,True,3.01
70877,1562,2.77,True,2.72
70902,1562,3.32,True,3.1
70918,1562,2.77,True,2.63
70936,1562,2.07,True,2.05
70945,1562,2.74,True,2.84
70959,1562,2.84,True,2.82
70973,1562,3.3,True,3.3
70998,1562,2.84,True,2.82
71001,1562,2.1,True,2.3
71026,1562,2.71,True,2.75
71080,1562,2.77,True,2.77
71093,1562,2.5,True,2.46
71097,1562,2.84,True,2.82
71117,1562,2.64,True,2.7
71188,1562,2.84,True,2.98
71200,1562,1.69,True,2.03
71206,1562,2.84,True,2.82
71236,1562,2.4,True,2.61
71244,1562,3.04,True,2.6
71287,1562,4.53,True,4.43
71325,1562,2.7,True,2.74
71326,1562,2.95,True,3.01
71328,1562,4.02,True,3.45
71330,1562,2.92,True,3.17
71342,1562,3.19,True,3.02
71357,1562,2.87,True,2.86
71374,1562,2.84,True,2.67
71431,1562,2.2,True,2.5
71432,1562,3.22,True,2.82
71449,1562,2.52,True,2.56
71458,1562,2.2,True,2.56
71467,1562,2.94,True,2.96
71498,1562,2.15,True,2.25
71544,1562,2.84,True,2.82
71592,1562,3.69,True,3.41
71610,1562,2.84,True,2.83
71618,1562,2.84,True,2.82
71621,1562,3.6,True,3.27
71686,1562,2.29,True,2.65
71689,1562,3.44,True,3.28
71699,1562,2.56,True,2.69
71735,1562,2.85,True,2.82
71743,1562,2.87,True,2.57
71757,1562,2.35,True,2.62
71764,1562,2.62,True,2.64
71768,1562,3.51,True,3.26
71789,1562,3.17,True,3.19
71803,1562,2.78,True,2.79
71806,1562,2.4,True,2.41
71831,1562,2.72,True,2.71
71932,1562,1.78,True,1.99
71936,1562,2.84,True,2.98
71974,1562,2.31,True,2.51
71992,1562,3.05,True,3.03
72027,1562,2.74,True,2.39
72082,1562,2.84,True,2.82
72146,1562,3.44,True,3.34
72167,1562,2.58,True,2.67
72179,1562,3.26,True,3.0
72202,1562,2.76,True,2.98
72212,1562,3.15,True,3.05
72229,1562,2.73,True,2.8
72281,1562,2.84,True,2.84
72343,1562,2.68,True,2.74
72347,1562,3.96,True,3.63
72368,1562,2.72,True,2.51
72381,1562,3.59,True,3.42
72420,1562,2.84,True,2.87
72480,1562,1.79,True,1.97
72482,1562,2.86,True,2.65
72496,1562,2.64,True,2.52
72558,1562,3.24,True,3.06
72598,1562,3.38,True,3.06
72614,1562,3.35,True,2.94
72659,1562,3.05,True,2.94
72665,1562,3.76,True,3.47
72676,1562,3.02,True,2.86
72685,1562,2.7,True,2.74
72694,1562,3.23,True,3.12
72766,1562,2.15,True,2.21
72824,1562,2.48,True,2.61
72832,1562,2.11,True,2.24
72837,1562,2.84,True,2.84
72840,1562,2.88,True,2.78
72850,1562,2.84,True,2.82
72863,1562,2.92,True,2.86
72922,1562,2.88,True,2.8
72929,1562,2.9,True,2.78
72942,1562,2.84,True,2.79
72956,1562,2.84,True,2.82
72971,1562,2.84,True,2.93
72986,1562,3.34,True,3.03
72988,1562,2.83,True,2.82
73049,1562,2.84,True,2.82
73068,1562,2.67,True,2.64
73170,1562,2.88,True,2.84
73187,1562,2.47,True,2.68
73213,1562,1.71,True,1.89
73216,1562,2.57,True,2.5
73220,1562,2.0,True,2.12
73229,1562,2.85,True,2.56
73232,1562,3.86,True,3.46
73246,1562,2.52,True,2.63
73257,1562,2.59,True,2.77
73325,1562,3.23,True,3.13
73342,1562,1.74,True,2.18
73355,1562,2.56,True,2.66
73373,1562,4.38,True,3.81
73382,1562,2.35,True,2.55
73393,1562,3.02,True,2.75
73441,1562,3.44,True,3.37
73477,1562,2.81,True,2.79
73478,1562,3.24,True,3.02
73542,1562,2.48,True,2.56
73565,1562,2.83,True,3.3
73577,1562,2.84,True,2.82
73672,1562,2.84,True,2.81
73700,1562,3.12,True,3.02
73733,1562,2.1,True,1.9
73749,1562,2.6,True,2.38
73767,1562,2.84,True,2.91
73793,1562,2.95,True,2.89
73803,1562,3.13,True,3.2
73827,1562,2.31,True,2.54
73853,1562,2.76,True,2.61
73857,1562,2.73,True,2.76
73859,1562,2.63,True,2.7
73898,1562,2.66,True,2.57
73913,1562,3.35,True,3.12
73984,1562,2.86,True,2.86
73995,1562,2.84,True,2.82
74019,1562,2.77,True,2.77
74028,1562,3.79,True,3.58
74060,1562,2.56,True,2.7
74072,1562,2.91,True,2.88
74076,1562,2.1,True,2.4
74098,1562,3.27,True,3.14
74100,1562,2.48,True,2.44
74105,1562,2.56,True,2.63
74113,1562,2.3,True,2.38
74188,1562,2.76,True,2.78
74199,1562,2.84,True,2.82
74201,1562,3.41,True,3.22
74208,1562,3.07,True,2.91
74245,1562,3.6,True,3.62
74260,1562,2.37,True,2.33
74272,1562,2.69,True,2.72
74278,1562,2.17,True,2.26
74291,1562,2.95,True,2.9
74303,1562,2.76,True,2.91
74318,1562,2.86,True,2.83
74348,1562,2.84,True,2.81
74356,1562,2.74,True,2.68
74360,1562,2.59,True,2.56
74428,1562,3.1,True,2.95
74455,1562,3.54,True,3.05
74466,1562,2.97,True,2.9
74498,1562,3.22,True,3.21
74539,1562,2.53,True,2.48
74561,1562,2.29,True,2.5
74570,1562,1.96,True,2.15
74630,1562,2.83,True,2.89
74633,1562,3.0,True,2.99
74659,1562,2.49,True,2.61
74680,1562,3.61,True,3.38
74705,1562,2.86,True,2.75
74707,1562,2.66,True,2.55
74730,1562,2.72,True,2.78
74735,1562,3.4,True,3.29
74742,1562,2.68,True,2.79
74814,1562,2.69,True,2.71
74832,1562,2.84,True,2.81
74849,1562,3.82,True,3.47
74879,1562,2.19,True,2.27
74882,1562,1.86,True,2.17
74917,1562,2.84,True,2.82
74937,1562,2.02,True,2.19
74943,1562,3.07,True,2.65
74956,1562,3.1,True,3.0
74999,1562,2.93,True,2.93
75012,1562,2.45,True,2.35
75034,1562,3.43,True,3.31
75047,1562,2.85,True,2.83
75094,1562,3.46,True,3.19
75113,1562,3.84,True,3.81
75127,1562,2.02,True,2.25
75188,1562,3.06,True,2.93
75195,1562,3.61,True,3.55
75210,1562,2.95,True,2.97
75293,1562,2.8,True,2.8
75357,1562,3.54,True,3.48
75371,1562,2.84,True,2.82
75422,1562,2.84,True,2.9
75438,1562,2.67,True,2.82
75540,1562,2.85,True,2.83
75580,1562,2.88,True,3.01
75617,1562,3.2,True,3.2
75618,1562,3.07,True,2.77
75638,1562,3.29,True,3.19
75642,1562,2.52,True,2.63
75654,1562,2.94,True,2.71
75661,1562,2.29,True,2.51
75673,1562,2.79,True,2.89
75694,1562,1.55,True,1.8
75699,1562,2.87,True,2.84
75727,1562,2.38,True,2.22
75731,1562,3.04,True,3.05
75779,1562,2.54,True,2.58
75804,1562,2.45,True,2.41
75807,1562,2.19,True,2.44
75841,1562,3.1,True,3.01
75843,1562,2.51,True,2.61
75856,1562,3.55,True,3.57
75867,1562,2.79,True,2.84
75903,1562,2.1,True,2.03
75904,1562,1.76,True,2.19
75935,1562,1.95,True,2.12
75939,1562,1.75,True,2.06
75972,1562,3.33,True,3.49
75986,1562,3.21,True,3.04
75993,1562,2.64,True,2.64
76008,1562,2.4,True,2.73
76030,1562,2.6,True,2.44
76049,1562,2.48,True,2.46
76063,1562,3.33,True,3.18
76085,1562,3.05,True,3.03
76107,1562,3.82,True,3.35
76112,1562,3.22,True,3.01
76138,1562,3.06,True,2.82
76164,1562,2.32,True,2.45
76214,1562,1.69,True,1.73
76279,1562,2.84,True,2.82
76281,1562,2.62,True,2.69
76284,1562,2.85,True,2.87
76343,1562,2.84,True,2.82
76352,1562,2.74,True,2.88
76361,1562,3.25,True,3.39
76380,1562,3.4,True,3.03
76433,1562,2.52,True,2.64
76435,1562,2.04,True,2.35
76440,1562,2.44,True,2.49
76446,1562,2.73,True,2.75
76481,1562,3.04,True,2.96
76486,1562,3.17,True,3.18
76502,1562,2.88,True,3.07
76522,1562,2.47,True,2.37
76536,1562,3.17,True,2.97
76540,1562,1.57,True,1.71
76555,1562,3.23,True,2.95
76558,1562,4.85,True,4.49
76562,1562,3.36,True,3.19
76575,1562,2.01,True,2.33
76595,1562,2.41,True,2.59
76625,1562,3.23,True,3.41
76627,1562,2.85,True,2.83
76647,1562,2.84,True,2.82
76650,1562,2.84,True,2.87
76657,1562,3.36,True,3.14
76660,1562,2.84,True,2.82
76688,1562,2.63,True,2.7
76699,1562,1.52,True,2.05
76729,1562,2.1,True,2.41
76843,1562,2.77,True,2.81
76866,1562,3.25,True,3.06
76869,1562,3.0,True,3.0
76890,1562,4.24,True,3.75
76891,1562,2.91,True,2.86
76908,1562,2.17,True,2.5
76928,1562,2.85,True,2.83
76947,1562,3.21,True,3.04
76948,1562,4.0,True,4.0
76968,1562,2.82,True,2.81
76972,1562,2.5,True,2.6
76992,1562,2.98,True,2.74
76997,1562,2.46,True,2.51
77002,1562,2.97,True,2.78
77003,1562,3.3,True,3.1
77004,1562,2.55,True,2.48
77006,1562,3.35,True,3.27
77029,1562,3.72,True,3.48
77040,1562,2.83,True,2.81
77045,1562,2.29,True,2.51
77069,1562,2.77,True,2.59
77122,1562,2.89,True,2.69
77124,1562,3.86,True,3.65
77200,1562,3.38,True,3.39
77227,1562,2.26,True,2.48
77229,1562,2.68,True,2.73
77231,1562,2.85,True,2.83
77233,1562,2.87,True,2.77
77235,1562,2.71,True,2.81
77262,1562,2.92,True,2.45
77287,1562,2.92,True,2.87
77297,1562,2.83,True,2.77
77305,1562,2.87,True,2.83
77418,1562,3.04,True,2.77
77445,1562,3.72,True,3.34
77457,1562,2.1,True,2.21
77463,1562,2.91,True,2.86
77465,1562,2.85,True,2.82
77478,1562,2.84,True,2.82
77484,1562,2.84,True,2.82
77490,1562,2.87,True,2.84
77491,1562,2.89,True,2.86
77514,1562,2.92,True,2.88
77518,1562,4.34,True,3.96
77533,1562,2.84,True,2.82
77534,1562,2.39,True,2.62
77563,1562,2.85,True,2.74
77605,1562,2.97,True,2.98
77626,1562,2.96,True,2.89
77629,1562,2.84,True,2.79
77630,1562,2.27,True,2.33
77636,1562,2.68,True,2.73
77641,1562,2.84,True,2.82
77671,1562,2.63,True,2.64
77718,1562,3.33,True,3.08
77753,1562,2.87,True,2.62
77782,1562,2.84,True,2.82
77855,1562,2.97,True,2.9
77871,1562,2.45,True,2.59
77893,1562,3.24,True,3.06
77936,1562,3.01,True,3.14
77963,1562,3.3,True,3.23
77982,1562,2.84,True,2.95
78081,1562,2.84,True,2.82
78137,1562,3.56,True,3.38
78160,1562,2.34,True,2.19
78167,1562,3.24,True,3.1
78180,1562,3.01,True,2.94
78181,1562,2.85,True,3.1
78208,1562,1.34,True,1.81
78226,1562,2.82,True,2.91
78232,1562,2.53,True,2.64
78235,1562,2.35,True,2.53
78259,1562,2.75,True,2.77
78302,1562,2.69,True,2.82
78308,1562,1.39,True,1.59
78317,1562,3.73,True,3.2
78362,1562,2.95,True,2.94
78393,1562,2.96,True,2.96
78397,1562,2.34,True,2.56
78411,1562,2.66,True,2.66
78413,1562,3.44,True,3.6
78424,1562,1.78,True,2.14
78473,1562,2.35,True,2.21
78484,1562,2.87,True,2.88
78524,1562,2.88,True,2.86
78542,1562,3.24,True,3.06
78572,1562,2.95,True,2.99
78579,1562,2.99,True,2.91
78587,1562,3.12,True,3.01
78632,1562,2.66,True,2.71
78643,1562,4.11,True,4.03
78717,1562,2.09,True,2.38
78718,1562,2.84,True,2.85
78736,1562,2.77,True,2.77
78781,1562,2.83,True,2.82
78810,1562,2.49,True,2.55
78825,1562,2.84,True,2.95
78829,1562,3.21,True,3.2
78842,1562,2.53,True,2.43
78850,1562,2.84,True,2.82
78882,1562,2.86,True,2.84
78926,1562,3.06,True,3.04
78954,1562,2.54,True,2.57
78981,1562,2.85,True,2.62
79071,1562,3.17,True,3.07
79145,1562,3.21,True,3.04
79167,1562,2.33,True,2.45
79175,1562,2.85,True,2.9
79181,1562,2.42,True,2.39
79188,1562,2.73,True,2.52
79192,1562,3.24,True,2.75
79275,1562,2.86,True,2.83
79279,1562,2.49,True,3.04
79285,1562,2.5,True,2.64
79332,1562,3.22,True,3.05
79336,1562,2.55,True,2.44
79347,1562,2.45,True,2.57
79353,1562,2.54,True,2.46
79374,1562,3.6,True,3.4
79393,1562,2.4,True,2.49
79405,1562,3.05,True,3.18
79447,1562,2.94,True,2.92
79457,1562,2.76,True,2.77
79460,1562,2.57,True,2.81
79516,1562,2.82,True,2.97
79520,1562,2.5,True,2.54
79570,1562,3.8,True,3.67
79574,1562,2.84,True,2.74
79579,1562,2.44,True,2.42
79624,1562,2.04,True,2.06
79700,1562,1.64,True,2.14
79713,1562,3.84,True,3.51
79734,1562,2.29,True,2.6
79780,1562,3.12,True,3.15
79783,1562,2.85,True,3.0
79820,1562,2.84,True,2.82
79828,1562,2.26,True,2.31
79871,1562,2.86,True,2.9
79872,1562,2.65,True,2.71
79877,1562,2.32,True,2.41
79901,1562,2.35,True,2.53
79938,1562,2.69,True,2.82
79955,1562,1.93,True,1.9
80006,1562,2.4,True,2.31
80024,1562,2.35,True,2.52
